uf;sigla_regional;nome_regional;cidade_polo;municipio
PR;AMOCENTRO;Associação dos Municípios do Centro do Paraná;Pitanga;Campina do Simão
PR;AMOCENTRO;Associação dos Municípios do Centro do Paraná;Pitanga;Cândido de Abreu
PR;AMOCENTRO;Associação dos Municípios do Centro do Paraná;Pitanga;Guarapuava
PR;AMOCENTRO;Associação dos Municípios do Centro do Paraná;Pitanga;Iretama
PR;AMOCENTRO;Associação dos Municípios do Centro do Paraná;Pitanga;Laranjal
PR;AMOCENTRO;Associação dos Municípios do Centro do Paraná;Pitanga;Manoel Ribas
PR;AMOCENTRO;Associação dos Municípios do Centro do Paraná;Pitanga;Mato Rico
PR;AMOCENTRO;Associação dos Municípios do Centro do Paraná;Pitanga;Nova Tebas
PR;AMOCENTRO;Associação dos Municípios do Centro do Paraná;Pitanga;Palmital
PR;AMOCENTRO;Associação dos Municípios do Centro do Paraná;Pitanga;Pitanga
PR;AMOCENTRO;Associação dos Municípios do Centro do Paraná;Pitanga;Roncador
PR;AMOCENTRO;Associação dos Municípios do Centro do Paraná;Pitanga;Santa Maria do Oeste
PR;AMOCENTRO;Associação dos Municípios do Centro do Paraná;Pitanga;Turvo
SC;GRANFPOLIS;Associação dos Municípios da Região da Grande Florianópolis;Florianópolis;Águas Mornas
SC;GRANFPOLIS;Associação dos Municípios da Região da Grande Florianópolis;Florianópolis;Alfredo Wagner
SC;GRANFPOLIS;Associação dos Municípios da Região da Grande Florianópolis;Florianópolis;Angelina
SC;GRANFPOLIS;Associação dos Municípios da Região da Grande Florianópolis;Florianópolis;Anitápolis
SC;GRANFPOLIS;Associação dos Municípios da Região da Grande Florianópolis;Florianópolis;Antônio Carlos
SC;GRANFPOLIS;Associação dos Municípios da Região da Grande Florianópolis;Florianópolis;Biguaçu
SC;GRANFPOLIS;Associação dos Municípios da Região da Grande Florianópolis;Florianópolis;Canelinha
SC;GRANFPOLIS;Associação dos Municípios da Região da Grande Florianópolis;Florianópolis;Florianópolis
SC;GRANFPOLIS;Associação dos Municípios da Região da Grande Florianópolis;Florianópolis;Garopaba
SC;GRANFPOLIS;Associação dos Municípios da Região da Grande Florianópolis;Florianópolis;Governador Celso Ramos
SC;GRANFPOLIS;Associação dos Municípios da Região da Grande Florianópolis;Florianópolis;Leoberto Leal
SC;GRANFPOLIS;Associação dos Municípios da Região da Grande Florianópolis;Florianópolis;Major Gercino
SC;GRANFPOLIS;Associação dos Municípios da Região da Grande Florianópolis;Florianópolis;Nova Trento
SC;GRANFPOLIS;Associação dos Municípios da Região da Grande Florianópolis;Florianópolis;Palhoça
SC;GRANFPOLIS;Associação dos Municípios da Região da Grande Florianópolis;Florianópolis;Paulo Lopes
SC;GRANFPOLIS;Associação dos Municípios da Região da Grande Florianópolis;Florianópolis;Rancho Queimado
SC;GRANFPOLIS;Associação dos Municípios da Região da Grande Florianópolis;Florianópolis;Santo Amaro da Imperatriz
SC;GRANFPOLIS;Associação dos Municípios da Região da Grande Florianópolis;Florianópolis;São Bonifácio
SC;GRANFPOLIS;Associação dos Municípios da Região da Grande Florianópolis;Florianópolis;São João Batista
SC;GRANFPOLIS;Associação dos Municípios da Região da Grande Florianópolis;Florianópolis;São José
SC;GRANFPOLIS;Associação dos Municípios da Região da Grande Florianópolis;Florianópolis;São Pedro de Alcântara
SC;GRANFPOLIS;Associação dos Municípios da Região da Grande Florianópolis;Florianópolis;Tijucas
SC;AMFRI;Associação dos Municípios da Região da Foz do Rio Itajaí;Itajaí;Balneário Camboriú
SC;AMFRI;Associação dos Municípios da Região da Foz do Rio Itajaí;Itajaí;Balneário Piçarras
SC;AMFRI;Associação dos Municípios da Região da Foz do Rio Itajaí;Itajaí;Bombinhas
SC;AMFRI;Associação dos Municípios da Região da Foz do Rio Itajaí;Itajaí;Camboriú
SC;AMFRI;Associação dos Municípios da Região da Foz do Rio Itajaí;Itajaí;Ilhota
SC;AMFRI;Associação dos Municípios da Região da Foz do Rio Itajaí;Itajaí;Itajaí
SC;AMFRI;Associação dos Municípios da Região da Foz do Rio Itajaí;Itajaí;Itapema
SC;AMFRI;Associação dos Municípios da Região da Foz do Rio Itajaí;Itajaí;Luiz Alves
SC;AMFRI;Associação dos Municípios da Região da Foz do Rio Itajaí;Itajaí;Navegantes
SC;AMFRI;Associação dos Municípios da Região da Foz do Rio Itajaí;Itajaí;Penha
SC;AMFRI;Associação dos Municípios da Região da Foz do Rio Itajaí;Itajaí;Porto Belo
SC;AMVE;Associação dos Municípios do Vale Europeu (ex-AMMVI);Blumenau;Apiúna
SC;AMVE;Associação dos Municípios do Vale Europeu (ex-AMMVI);Blumenau;Ascurra
SC;AMVE;Associação dos Municípios do Vale Europeu (ex-AMMVI);Blumenau;Benedito Novo
SC;AMVE;Associação dos Municípios do Vale Europeu (ex-AMMVI);Blumenau;Blumenau
SC;AMVE;Associação dos Municípios do Vale Europeu (ex-AMMVI);Blumenau;Botuverá
SC;AMVE;Associação dos Municípios do Vale Europeu (ex-AMMVI);Blumenau;Brusque
SC;AMVE;Associação dos Municípios do Vale Europeu (ex-AMMVI);Blumenau;Doutor Pedrinho
SC;AMVE;Associação dos Municípios do Vale Europeu (ex-AMMVI);Blumenau;Gaspar
SC;AMVE;Associação dos Municípios do Vale Europeu (ex-AMMVI);Blumenau;Guabiruba
SC;AMVE;Associação dos Municípios do Vale Europeu (ex-AMMVI);Blumenau;Indaial
SC;AMVE;Associação dos Municípios do Vale Europeu (ex-AMMVI);Blumenau;Pomerode
SC;AMVE;Associação dos Municípios do Vale Europeu (ex-AMMVI);Blumenau;Rio dos Cedros
SC;AMVE;Associação dos Municípios do Vale Europeu (ex-AMMVI);Blumenau;Rodeio
SC;AMVE;Associação dos Municípios do Vale Europeu (ex-AMMVI);Blumenau;Timbó
SC;AMAVI;Associação dos Municípios do Alto Vale do Itajaí;Rio do Sul;Agrolândia
SC;AMAVI;Associação dos Municípios do Alto Vale do Itajaí;Rio do Sul;Agronômica
SC;AMAVI;Associação dos Municípios do Alto Vale do Itajaí;Rio do Sul;Atalanta
SC;AMAVI;Associação dos Municípios do Alto Vale do Itajaí;Rio do Sul;Aurora
SC;AMAVI;Associação dos Municípios do Alto Vale do Itajaí;Rio do Sul;Braço do Trombudo
SC;AMAVI;Associação dos Municípios do Alto Vale do Itajaí;Rio do Sul;Chapadão do Lageado
SC;AMAVI;Associação dos Municípios do Alto Vale do Itajaí;Rio do Sul;Dona Emma
SC;AMAVI;Associação dos Municípios do Alto Vale do Itajaí;Rio do Sul;Ibirama
SC;AMAVI;Associação dos Municípios do Alto Vale do Itajaí;Rio do Sul;Imbuia
SC;AMAVI;Associação dos Municípios do Alto Vale do Itajaí;Rio do Sul;Ituporanga
SC;AMAVI;Associação dos Municípios do Alto Vale do Itajaí;Rio do Sul;José Boiteux
SC;AMAVI;Associação dos Municípios do Alto Vale do Itajaí;Rio do Sul;Laurentino
SC;AMAVI;Associação dos Municípios do Alto Vale do Itajaí;Rio do Sul;Lontras
SC;AMAVI;Associação dos Municípios do Alto Vale do Itajaí;Rio do Sul;Mirim Doce
SC;AMAVI;Associação dos Municípios do Alto Vale do Itajaí;Rio do Sul;Petrolândia
SC;AMAVI;Associação dos Municípios do Alto Vale do Itajaí;Rio do Sul;Pouso Redondo
SC;AMAVI;Associação dos Municípios do Alto Vale do Itajaí;Rio do Sul;Presidente Getúlio
SC;AMAVI;Associação dos Municípios do Alto Vale do Itajaí;Rio do Sul;Presidente Nereu
SC;AMAVI;Associação dos Municípios do Alto Vale do Itajaí;Rio do Sul;Rio do Campo
SC;AMAVI;Associação dos Municípios do Alto Vale do Itajaí;Rio do Sul;Rio do Oeste
SC;AMAVI;Associação dos Municípios do Alto Vale do Itajaí;Rio do Sul;Rio do Sul
SC;AMAVI;Associação dos Municípios do Alto Vale do Itajaí;Rio do Sul;Salete
SC;AMAVI;Associação dos Municípios do Alto Vale do Itajaí;Rio do Sul;Santa Terezinha
SC;AMAVI;Associação dos Municípios do Alto Vale do Itajaí;Rio do Sul;Taió
SC;AMAVI;Associação dos Municípios do Alto Vale do Itajaí;Rio do Sul;Trombudo Central
SC;AMAVI;Associação dos Municípios do Alto Vale do Itajaí;Rio do Sul;Vidal Ramos
SC;AMAVI;Associação dos Municípios do Alto Vale do Itajaí;Rio do Sul;Vitor Meireles
SC;AMAVI;Associação dos Municípios do Alto Vale do Itajaí;Rio do Sul;Witmarsum
SC;AMVALI;Associação dos Municípios do Vale do Itapocu;Jaraguá do Sul;Barra Velha
SC;AMVALI;Associação dos Municípios do Vale do Itapocu;Jaraguá do Sul;Corupá
SC;AMVALI;Associação dos Municípios do Vale do Itapocu;Jaraguá do Sul;Guaramirim
SC;AMVALI;Associação dos Municípios do Vale do Itapocu;Jaraguá do Sul;Jaraguá do Sul
SC;AMVALI;Associação dos Municípios do Vale do Itapocu;Jaraguá do Sul;Massaranduba
SC;AMVALI;Associação dos Municípios do Vale do Itapocu;Jaraguá do Sul;São João do Itaperiú
SC;AMVALI;Associação dos Municípios do Vale do Itapocu;Jaraguá do Sul;Schroeder
SC;AMUNESC;Associação dos Municípios do Nordeste de Santa Catarina;Joinville;Araquari
SC;AMUNESC;Associação dos Municípios do Nordeste de Santa Catarina;Joinville;Balneário Barra do Sul
SC;AMUNESC;Associação dos Municípios do Nordeste de Santa Catarina;Joinville;Campo Alegre
SC;AMUNESC;Associação dos Municípios do Nordeste de Santa Catarina;Joinville;Garuva
SC;AMUNESC;Associação dos Municípios do Nordeste de Santa Catarina;Joinville;Itapoá
SC;AMUNESC;Associação dos Municípios do Nordeste de Santa Catarina;Joinville;Joinville
SC;AMUNESC;Associação dos Municípios do Nordeste de Santa Catarina;Joinville;Rio Negrinho
SC;AMUNESC;Associação dos Municípios do Nordeste de Santa Catarina;Joinville;São Bento do Sul
SC;AMUNESC;Associação dos Municípios do Nordeste de Santa Catarina;Joinville;São Francisco do Sul
SC;AMPLANORTE;Associação dos Municípios do Planalto Norte Catarinense;Mafra;Bela Vista do Toldo
SC;AMPLANORTE;Associação dos Municípios do Planalto Norte Catarinense;Mafra;Canoinhas
SC;AMPLANORTE;Associação dos Municípios do Planalto Norte Catarinense;Mafra;Irineópolis
SC;AMPLANORTE;Associação dos Municípios do Planalto Norte Catarinense;Mafra;Itaiópolis
SC;AMPLANORTE;Associação dos Municípios do Planalto Norte Catarinense;Mafra;Mafra
SC;AMPLANORTE;Associação dos Municípios do Planalto Norte Catarinense;Mafra;Major Vieira
SC;AMPLANORTE;Associação dos Municípios do Planalto Norte Catarinense;Mafra;Monte Castelo
SC;AMPLANORTE;Associação dos Municípios do Planalto Norte Catarinense;Mafra;Papanduva
SC;AMPLANORTE;Associação dos Municípios do Planalto Norte Catarinense;Mafra;Porto União
SC;AMPLANORTE;Associação dos Municípios do Planalto Norte Catarinense;Mafra;Três Barras
SC;AMUREL;Associação dos Municípios da Região de Laguna;Tubarão;Armazém
SC;AMUREL;Associação dos Municípios da Região de Laguna;Tubarão;Braço do Norte
SC;AMUREL;Associação dos Municípios da Região de Laguna;Tubarão;Capivari de Baixo
SC;AMUREL;Associação dos Municípios da Região de Laguna;Tubarão;Grão Pará
SC;AMUREL;Associação dos Municípios da Região de Laguna;Tubarão;Gravatal
SC;AMUREL;Associação dos Municípios da Região de Laguna;Tubarão;Imaruí
SC;AMUREL;Associação dos Municípios da Região de Laguna;Tubarão;Imbituba
SC;AMUREL;Associação dos Municípios da Região de Laguna;Tubarão;Jaguaruna
SC;AMUREL;Associação dos Municípios da Região de Laguna;Tubarão;Laguna
SC;AMUREL;Associação dos Municípios da Região de Laguna;Tubarão;Pedras Grandes
SC;AMUREL;Associação dos Municípios da Região de Laguna;Tubarão;Pescaria Brava
SC;AMUREL;Associação dos Municípios da Região de Laguna;Tubarão;Rio Fortuna
SC;AMUREL;Associação dos Municípios da Região de Laguna;Tubarão;Sangão
SC;AMUREL;Associação dos Municípios da Região de Laguna;Tubarão;Santa Rosa de Lima
SC;AMUREL;Associação dos Municípios da Região de Laguna;Tubarão;São Ludgero
SC;AMUREL;Associação dos Municípios da Região de Laguna;Tubarão;São Martinho
SC;AMUREL;Associação dos Municípios da Região de Laguna;Tubarão;Treze de Maio
SC;AMUREL;Associação dos Municípios da Região de Laguna;Tubarão;Tubarão
SC;AMREC;Associação dos Municípios da Região Carbonífera;Criciúma;Balneário Rincão
SC;AMREC;Associação dos Municípios da Região Carbonífera;Criciúma;Cocal do Sul
SC;AMREC;Associação dos Municípios da Região Carbonífera;Criciúma;Criciúma
SC;AMREC;Associação dos Municípios da Região Carbonífera;Criciúma;Forquilhinha
SC;AMREC;Associação dos Municípios da Região Carbonífera;Criciúma;Içara
SC;AMREC;Associação dos Municípios da Região Carbonífera;Criciúma;Lauro Müller
SC;AMREC;Associação dos Municípios da Região Carbonífera;Criciúma;Morro da Fumaça
SC;AMREC;Associação dos Municípios da Região Carbonífera;Criciúma;Nova Veneza
SC;AMREC;Associação dos Municípios da Região Carbonífera;Criciúma;Orleans
SC;AMREC;Associação dos Municípios da Região Carbonífera;Criciúma;Siderópolis
SC;AMREC;Associação dos Municípios da Região Carbonífera;Criciúma;Treviso
SC;AMREC;Associação dos Municípios da Região Carbonífera;Criciúma;Urussanga
SC;AMESC;Associação dos Municípios do Extremo Sul Catarinense;Araranguá;Araranguá
SC;AMESC;Associação dos Municípios do Extremo Sul Catarinense;Araranguá;Balneário Arroio do Silva
SC;AMESC;Associação dos Municípios do Extremo Sul Catarinense;Araranguá;Balneário Gaivota
SC;AMESC;Associação dos Municípios do Extremo Sul Catarinense;Araranguá;Ermo
SC;AMESC;Associação dos Municípios do Extremo Sul Catarinense;Araranguá;Jacinto Machado
SC;AMESC;Associação dos Municípios do Extremo Sul Catarinense;Araranguá;Maracajá
SC;AMESC;Associação dos Municípios do Extremo Sul Catarinense;Araranguá;Meleiro
SC;AMESC;Associação dos Municípios do Extremo Sul Catarinense;Araranguá;Morro Grande
SC;AMESC;Associação dos Municípios do Extremo Sul Catarinense;Araranguá;Passo de Torres
SC;AMESC;Associação dos Municípios do Extremo Sul Catarinense;Araranguá;Praia Grande
SC;AMESC;Associação dos Municípios do Extremo Sul Catarinense;Araranguá;Santa Rosa do Sul
SC;AMESC;Associação dos Municípios do Extremo Sul Catarinense;Araranguá;São João do Sul
SC;AMESC;Associação dos Municípios do Extremo Sul Catarinense;Araranguá;Sombrio
SC;AMESC;Associação dos Municípios do Extremo Sul Catarinense;Araranguá;Timbé do Sul
SC;AMESC;Associação dos Municípios do Extremo Sul Catarinense;Araranguá;Turvo
SC;AMURES;Associação dos Municípios da Região Serrana;Lages;Anita Garibaldi
SC;AMURES;Associação dos Municípios da Região Serrana;Lages;Bocaina do Sul
SC;AMURES;Associação dos Municípios da Região Serrana;Lages;Bom Jardim da Serra
SC;AMURES;Associação dos Municípios da Região Serrana;Lages;Bom Retiro
SC;AMURES;Associação dos Municípios da Região Serrana;Lages;Campo Belo do Sul
SC;AMURES;Associação dos Municípios da Região Serrana;Lages;Capão Alto
SC;AMURES;Associação dos Municípios da Região Serrana;Lages;Cerro Negro
SC;AMURES;Associação dos Municípios da Região Serrana;Lages;Correia Pinto
SC;AMURES;Associação dos Municípios da Região Serrana;Lages;Lages
SC;AMURES;Associação dos Municípios da Região Serrana;Lages;Otacílio Costa
SC;AMURES;Associação dos Municípios da Região Serrana;Lages;Painel
SC;AMURES;Associação dos Municípios da Região Serrana;Lages;Palmeira
SC;AMURES;Associação dos Municípios da Região Serrana;Lages;Ponte Alta
SC;AMURES;Associação dos Municípios da Região Serrana;Lages;Rio Rufino
SC;AMURES;Associação dos Municípios da Região Serrana;Lages;São Joaquim
SC;AMURES;Associação dos Municípios da Região Serrana;Lages;São José do Cerrito
SC;AMURES;Associação dos Municípios da Região Serrana;Lages;Urubici
SC;AMURES;Associação dos Municípios da Região Serrana;Lages;Urupema
SC;AMURC;Associação dos Municípios da Região do Contestado;Curitibanos;Curitibanos
SC;AMURC;Associação dos Municípios da Região do Contestado;Curitibanos;Frei Rogério
SC;AMURC;Associação dos Municípios da Região do Contestado;Curitibanos;Ponte Alta do Norte
SC;AMURC;Associação dos Municípios da Região do Contestado;Curitibanos;Santa Cecília
SC;AMURC;Associação dos Municípios da Região do Contestado;Curitibanos;São Cristóvão do Sul
SC;AMPLASC;Associação dos Municípios do Planalto Sul de Santa Catarina;Campos Novos;Abdon Batista
SC;AMPLASC;Associação dos Municípios do Planalto Sul de Santa Catarina;Campos Novos;Brunópolis
SC;AMPLASC;Associação dos Municípios do Planalto Sul de Santa Catarina;Campos Novos;Campos Novos
SC;AMPLASC;Associação dos Municípios do Planalto Sul de Santa Catarina;Campos Novos;Celso Ramos
SC;AMPLASC;Associação dos Municípios do Planalto Sul de Santa Catarina;Campos Novos;Monte Carlo
SC;AMPLASC;Associação dos Municípios do Planalto Sul de Santa Catarina;Campos Novos;Vargem
SC;AMPLASC;Associação dos Municípios do Planalto Sul de Santa Catarina;Campos Novos;Zortéa
SC;AMARP;Associação dos Municípios do Alto Vale do Rio do Peixe;Videira;Arroio Trinta
SC;AMARP;Associação dos Municípios do Alto Vale do Rio do Peixe;Videira;Caçador
SC;AMARP;Associação dos Municípios do Alto Vale do Rio do Peixe;Videira;Calmon
SC;AMARP;Associação dos Municípios do Alto Vale do Rio do Peixe;Videira;Fraiburgo
SC;AMARP;Associação dos Municípios do Alto Vale do Rio do Peixe;Videira;Ibiam
SC;AMARP;Associação dos Municípios do Alto Vale do Rio do Peixe;Videira;Iomerê
SC;AMARP;Associação dos Municípios do Alto Vale do Rio do Peixe;Videira;Lebon Régis
SC;AMARP;Associação dos Municípios do Alto Vale do Rio do Peixe;Videira;Macieira
SC;AMARP;Associação dos Municípios do Alto Vale do Rio do Peixe;Videira;Matos Costa
SC;AMARP;Associação dos Municípios do Alto Vale do Rio do Peixe;Videira;Pinheiro Preto
SC;AMARP;Associação dos Municípios do Alto Vale do Rio do Peixe;Videira;Rio das Antas
SC;AMARP;Associação dos Municípios do Alto Vale do Rio do Peixe;Videira;Salto Veloso
SC;AMARP;Associação dos Municípios do Alto Vale do Rio do Peixe;Videira;Tangará
SC;AMARP;Associação dos Municípios do Alto Vale do Rio do Peixe;Videira;Timbó Grande
SC;AMARP;Associação dos Municípios do Alto Vale do Rio do Peixe;Videira;Videira
SC;AMMOC;Associação dos Municípios do Meio Oeste Catarinense;Joaçaba;Água Doce
SC;AMMOC;Associação dos Municípios do Meio Oeste Catarinense;Joaçaba;Capinzal
SC;AMMOC;Associação dos Municípios do Meio Oeste Catarinense;Joaçaba;Catanduvas
SC;AMMOC;Associação dos Municípios do Meio Oeste Catarinense;Joaçaba;Erval Velho
SC;AMMOC;Associação dos Municípios do Meio Oeste Catarinense;Joaçaba;Herval d'Oeste
SC;AMMOC;Associação dos Municípios do Meio Oeste Catarinense;Joaçaba;Ibicaré
SC;AMMOC;Associação dos Municípios do Meio Oeste Catarinense;Joaçaba;Joaçaba
SC;AMMOC;Associação dos Municípios do Meio Oeste Catarinense;Joaçaba;Lacerdópolis
SC;AMMOC;Associação dos Municípios do Meio Oeste Catarinense;Joaçaba;Luzerna
SC;AMMOC;Associação dos Municípios do Meio Oeste Catarinense;Joaçaba;Ouro
SC;AMMOC;Associação dos Municípios do Meio Oeste Catarinense;Joaçaba;Treze Tílias
SC;AMMOC;Associação dos Municípios do Meio Oeste Catarinense;Joaçaba;Vargem Bonita
SC;AMAUC;Associação dos Municípios do Alto Uruguai Catarinense;Concórdia;Alto Bela Vista
SC;AMAUC;Associação dos Municípios do Alto Uruguai Catarinense;Concórdia;Arabutã
SC;AMAUC;Associação dos Municípios do Alto Uruguai Catarinense;Concórdia;Concórdia
SC;AMAUC;Associação dos Municípios do Alto Uruguai Catarinense;Concórdia;Ipira
SC;AMAUC;Associação dos Municípios do Alto Uruguai Catarinense;Concórdia;Ipumirim
SC;AMAUC;Associação dos Municípios do Alto Uruguai Catarinense;Concórdia;Irani
SC;AMAUC;Associação dos Municípios do Alto Uruguai Catarinense;Concórdia;Itá
SC;AMAUC;Associação dos Municípios do Alto Uruguai Catarinense;Concórdia;Jaborá
SC;AMAUC;Associação dos Municípios do Alto Uruguai Catarinense;Concórdia;Lindóia do Sul
SC;AMAUC;Associação dos Municípios do Alto Uruguai Catarinense;Concórdia;Peritiba
SC;AMAUC;Associação dos Municípios do Alto Uruguai Catarinense;Concórdia;Piratuba
SC;AMAUC;Associação dos Municípios do Alto Uruguai Catarinense;Concórdia;Presidente Castello Branco
SC;AMAUC;Associação dos Municípios do Alto Uruguai Catarinense;Concórdia;Seara
SC;AMAUC;Associação dos Municípios do Alto Uruguai Catarinense;Concórdia;Xavantina
SC;AMAI;Associação dos Municípios do Alto Irani;Xanxerê;Abelardo Luz
SC;AMAI;Associação dos Municípios do Alto Irani;Xanxerê;Bom Jesus
SC;AMAI;Associação dos Municípios do Alto Irani;Xanxerê;Entre Rios
SC;AMAI;Associação dos Municípios do Alto Irani;Xanxerê;Faxinal dos Guedes
SC;AMAI;Associação dos Municípios do Alto Irani;Xanxerê;Ipuaçu
SC;AMAI;Associação dos Municípios do Alto Irani;Xanxerê;Lajeado Grande
SC;AMAI;Associação dos Municípios do Alto Irani;Xanxerê;Marema
SC;AMAI;Associação dos Municípios do Alto Irani;Xanxerê;Ouro Verde
SC;AMAI;Associação dos Municípios do Alto Irani;Xanxerê;Passos Maia
SC;AMAI;Associação dos Municípios do Alto Irani;Xanxerê;Ponte Serrada
SC;AMAI;Associação dos Municípios do Alto Irani;Xanxerê;São Domingos
SC;AMAI;Associação dos Municípios do Alto Irani;Xanxerê;Vargeão
SC;AMAI;Associação dos Municípios do Alto Irani;Xanxerê;Xanxerê
SC;AMAI;Associação dos Municípios do Alto Irani;Xanxerê;Xaxim
SC;AMOSC;Associação dos Municípios do Oeste de Santa Catarina;Chapecó;Águas de Chapecó
SC;AMOSC;Associação dos Municípios do Oeste de Santa Catarina;Chapecó;Águas Frias
SC;AMOSC;Associação dos Municípios do Oeste de Santa Catarina;Chapecó;Arvoredo
SC;AMOSC;Associação dos Municípios do Oeste de Santa Catarina;Chapecó;Caxambu do Sul
SC;AMOSC;Associação dos Municípios do Oeste de Santa Catarina;Chapecó;Chapecó
SC;AMOSC;Associação dos Municípios do Oeste de Santa Catarina;Chapecó;Cordilheira Alta
SC;AMOSC;Associação dos Municípios do Oeste de Santa Catarina;Chapecó;Coronel Freitas
SC;AMOSC;Associação dos Municípios do Oeste de Santa Catarina;Chapecó;Formosa do Sul
SC;AMOSC;Associação dos Municípios do Oeste de Santa Catarina;Chapecó;Guatambu
SC;AMOSC;Associação dos Municípios do Oeste de Santa Catarina;Chapecó;Jardinópolis
SC;AMOSC;Associação dos Municípios do Oeste de Santa Catarina;Chapecó;Nova Erechim
SC;AMOSC;Associação dos Municípios do Oeste de Santa Catarina;Chapecó;Nova Itaberaba
SC;AMOSC;Associação dos Municípios do Oeste de Santa Catarina;Chapecó;Paial
SC;AMOSC;Associação dos Municípios do Oeste de Santa Catarina;Chapecó;Pinhalzinho
SC;AMOSC;Associação dos Municípios do Oeste de Santa Catarina;Chapecó;Planalto Alegre
SC;AMOSC;Associação dos Municípios do Oeste de Santa Catarina;Chapecó;Santiago do Sul
SC;AMOSC;Associação dos Municípios do Oeste de Santa Catarina;Chapecó;São Carlos
SC;AMOSC;Associação dos Municípios do Oeste de Santa Catarina;Chapecó;Serra Alta
SC;AMOSC;Associação dos Municípios do Oeste de Santa Catarina;Chapecó;Sul Brasil
SC;AMOSC;Associação dos Municípios do Oeste de Santa Catarina;Chapecó;União do Oeste
SC;AMERIOS-SC;Associação dos Municípios de Entre Rios (SC);Maravilha;Bom Jesus do Oeste
SC;AMERIOS-SC;Associação dos Municípios de Entre Rios (SC);Maravilha;Caibi
SC;AMERIOS-SC;Associação dos Municípios de Entre Rios (SC);Maravilha;Campo Erê
SC;AMERIOS-SC;Associação dos Municípios de Entre Rios (SC);Maravilha;Cunha Porã
SC;AMERIOS-SC;Associação dos Municípios de Entre Rios (SC);Maravilha;Cunhataí
SC;AMERIOS-SC;Associação dos Municípios de Entre Rios (SC);Maravilha;Flor do Sertão
SC;AMERIOS-SC;Associação dos Municípios de Entre Rios (SC);Maravilha;Iraceminha
SC;AMERIOS-SC;Associação dos Municípios de Entre Rios (SC);Maravilha;Maravilha
SC;AMERIOS-SC;Associação dos Municípios de Entre Rios (SC);Maravilha;Modelo
SC;AMERIOS-SC;Associação dos Municípios de Entre Rios (SC);Maravilha;Palmitos
SC;AMERIOS-SC;Associação dos Municípios de Entre Rios (SC);Maravilha;Riqueza
SC;AMERIOS-SC;Associação dos Municípios de Entre Rios (SC);Maravilha;Romelândia
SC;AMERIOS-SC;Associação dos Municípios de Entre Rios (SC);Maravilha;Saltinho
SC;AMERIOS-SC;Associação dos Municípios de Entre Rios (SC);Maravilha;Santa Terezinha do Progresso
SC;AMERIOS-SC;Associação dos Municípios de Entre Rios (SC);Maravilha;São Miguel da Boa Vista
SC;AMERIOS-SC;Associação dos Municípios de Entre Rios (SC);Maravilha;Saudades
SC;AMERIOS-SC;Associação dos Municípios de Entre Rios (SC);Maravilha;Tigrinhos
SC;AMEOSC;Associação dos Municípios do Extremo Oeste de Santa Catarina;São Miguel do Oeste;Anchieta
SC;AMEOSC;Associação dos Municípios do Extremo Oeste de Santa Catarina;São Miguel do Oeste;Bandeirante
SC;AMEOSC;Associação dos Municípios do Extremo Oeste de Santa Catarina;São Miguel do Oeste;Barra Bonita
SC;AMEOSC;Associação dos Municípios do Extremo Oeste de Santa Catarina;São Miguel do Oeste;Belmonte
SC;AMEOSC;Associação dos Municípios do Extremo Oeste de Santa Catarina;São Miguel do Oeste;Descanso
SC;AMEOSC;Associação dos Municípios do Extremo Oeste de Santa Catarina;São Miguel do Oeste;Dionísio Cerqueira
SC;AMEOSC;Associação dos Municípios do Extremo Oeste de Santa Catarina;São Miguel do Oeste;Guaraciaba
SC;AMEOSC;Associação dos Municípios do Extremo Oeste de Santa Catarina;São Miguel do Oeste;Guarujá do Sul
SC;AMEOSC;Associação dos Municípios do Extremo Oeste de Santa Catarina;São Miguel do Oeste;Iporã do Oeste
SC;AMEOSC;Associação dos Municípios do Extremo Oeste de Santa Catarina;São Miguel do Oeste;Itapiranga
SC;AMEOSC;Associação dos Municípios do Extremo Oeste de Santa Catarina;São Miguel do Oeste;Mondaí
SC;AMEOSC;Associação dos Municípios do Extremo Oeste de Santa Catarina;São Miguel do Oeste;Palma Sola
SC;AMEOSC;Associação dos Municípios do Extremo Oeste de Santa Catarina;São Miguel do Oeste;Paraíso
SC;AMEOSC;Associação dos Municípios do Extremo Oeste de Santa Catarina;São Miguel do Oeste;Princesa
SC;AMEOSC;Associação dos Municípios do Extremo Oeste de Santa Catarina;São Miguel do Oeste;Santa Helena
SC;AMEOSC;Associação dos Municípios do Extremo Oeste de Santa Catarina;São Miguel do Oeste;São João do Oeste
SC;AMEOSC;Associação dos Municípios do Extremo Oeste de Santa Catarina;São Miguel do Oeste;São José do Cedro
SC;AMEOSC;Associação dos Municípios do Extremo Oeste de Santa Catarina;São Miguel do Oeste;São Miguel do Oeste
SC;AMEOSC;Associação dos Municípios do Extremo Oeste de Santa Catarina;São Miguel do Oeste;Tunápolis
SC;AMNOROESTE;Associação dos Municípios do Noroeste Catarinense;São Lourenço do Oeste;Coronel Martins
SC;AMNOROESTE;Associação dos Municípios do Noroeste Catarinense;São Lourenço do Oeste;Galvão
SC;AMNOROESTE;Associação dos Municípios do Noroeste Catarinense;São Lourenço do Oeste;Irati
SC;AMNOROESTE;Associação dos Municípios do Noroeste Catarinense;São Lourenço do Oeste;Jupiá
